OBJECTID,UNIQUE_ID,PHASE,CONFIDENCE,LATITUDE,LONGITUDE,AREA_SQM,SHAPE_Leng,SHAPE_Area
31,CC_ETH_31,Under Canopy,Low,8.086106717000064,34.403266067000061,926.862224033733241,0.001279924055174,0.000000076035156
32,CC_ETH_32,Under Canopy,Low,8.086512750000054,34.182583328000078,540.147816300447630,0.001028727308403,0.000000044311062
33,CC_ETH_33,Under Canopy,Low,8.086325831000067,34.180799336000064,2938.642189155175402,0.003126899349137,0.000000241071540
34,CC_ETH_34,Under Canopy,Low,8.084719422000036,34.406164301000047,540.074857217138515,0.001028663808209,0.000000044304885
35,CC_ETH_35,Under Canopy,Low,8.085687702000030,34.184121377000054,3773.676435501975448,0.002514145531388,0.000000309573232
36,CC_ETH_36,Under Canopy,Low,8.084658645000047,34.405384820000052,1617.701037986050324,0.001839886530016,0.000000132707572
37,CC_ETH_37,Under Canopy,Low,8.085288551000076,34.154506481000055,2315.305102999331211,0.002276021183273,0.000000189935500
38,CC_ETH_38,Under Canopy,Low,8.085101933000034,34.155783301000042,825.987445087601714,0.001373238021007,0.000000067759672
39,CC_ETH_39,Under Canopy,Low,8.085060771000030,34.152185834000079,2607.054343304896065,0.002062518526814,0.000000213869145
40,CC_ETH_40,Under Canopy,Low,8.084894279000027,34.184280380000075,1794.977710377942458,0.001628989261439,0.000000147250567
41,CC_ETH_41,Under Canopy,Low,8.084157889000039,34.402543194000032,1839.882673115498164,0.001841932835868,0.000000150933993
42,CC_ETH_42,Under Canopy,Low,8.084887999000046,34.155287669000074,1915.510105148936191,0.001838950173321,0.000000157138356
43,CC_ETH_43,Under Canopy,Low,8.083694834000028,34.152256738000062,800.318322910310371,0.001087709341018,0.000000065653716
44,CC_ETH_44,Under Canopy,Low,8.083604584000058,34.181657912000048,558.292094770265635,0.000984652674179,0.000000045799210
45,CC_ETH_45,Under Canopy,Low,8.083777852000026,34.216688729000055,5276.029066894121570,0.003987890169412,0.000000432816544
46,CC_ETH_46,Under Canopy,Low,8.083445276000020,34.180033541000057,540.150350158717970,0.001028723819871,0.000000044310941
47,CC_ETH_47,Under Canopy,Low,8.083426724000050,34.114677577000066,540.173135137253098,0.001028745448764,0.000000044312804
48,CC_ETH_48,Under Canopy,Low,8.083226770000069,34.163464773000044,1776.788236687647213,0.001918029108325,0.000000145757822
49,CC_ETH_49,Under Canopy,Low,8.082311201000040,34.401536406000048,1503.363763531275481,0.001662747724493,0.000000123327302
50,CC_ETH_50,Under Canopy,Low,8.083036669000023,34.134367173000044,1701.402343971650225,0.001806849904358,0.000000139573486
51,CC_ETH_51,Under Canopy,Low,8.082732367000062,34.117201077000061,1819.897026688503729,0.001597092487622,0.000000149294005
52,CC_ETH_52,Under Canopy,Low,8.082650962000059,34.161046004000070,1989.014347965902061,0.002130484470461,0.000000163167248
53,CC_ETH_53,Under Canopy,Low,8.082626058000073,34.150761037000052,2580.315517726129201,0.002386566516235,0.000000211674313
54,CC_ETH_54,Under Canopy,Low,8.082326714000034,34.118234368000060,1900.571183325053426,0.001948920146861,0.000000155911836
55,CC_ETH_55,Under Canopy,Low,8.082219014000032,34.118886310000050,939.120974002019125,0.001281492260153,0.000000077040026
56,CC_ETH_56,Under Canopy,Low,8.081371785000044,34.400596173000054,546.318749423019767,0.001024502757208,0.000000044816741
57,CC_ETH_57,Under Canopy,Low,8.081942883000067,34.128103938000038,540.167470668369674,0.001028737756437,0.000000044312181
58,CC_ETH_58,Under Canopy,Low,8.081776131000026,34.162494901000059,540.131620003802254,0.001027214551368,0.000000044309219
59,CC_ETH_59,Under Canopy,Low,8.081163627000024,34.151886576000038,800.320999089516590,0.001087706332515,0.000000065653535
60,CC_ETH_60,Under Canopy,Low,8.081320575000063,34.127747923000072,3559.364475707610836,0.002200950773331,0.000000291989006
61,CC_ETH_61,Under Canopy,Low,8.079372472000045,34.400558007000029,2304.915434952873511,0.001889905211318,0.000000189080575
62,CC_ETH_62,Under Canopy,Low,8.077685712000061,34.114147244000037,2052.415821470085575,0.002581723267093,0.000000168366437
63,CC_ETH_63,Under Canopy,Low,8.077530043000024,34.115905948000034,1235.541702638947527,0.001581114549559,0.000000101355516
64,CC_ETH_64,Under Canopy,Low,8.075542953000024,34.681224740000062,539.934704116028342,0.001028514864876,0.000000044292406
65,CC_ETH_65,Under Canopy,Low,8.075562888000036,34.394645093000065,4902.447611709227203,0.003811332220669,0.000000402162538
66,CC_ETH_66,Under Canopy,Low,8.074814174000039,34.565056787000060,5049.251721270024973,0.003232624380090,0.000000414203962
67,CC_ETH_67,Under Canopy,Low,8.073993206000068,34.674160613000026,938.735565076334410,0.001281219141710,0.000000077006881
68,CC_ETH_68,Under Canopy,Low,8.074568461000069,34.170816711000043,825.978400586548787,0.001373224217363,0.000000067757208
69,CC_ETH_69,Under Canopy,Low,8.073333444000070,34.563385438000068,2050.150851987739316,0.001876470808732,0.000000168178945
70,CC_ETH_70,Under Canopy,Low,8.074112873000049,34.171621370000025,876.848733618997471,0.001266382181008,0.000000071930184
71,CC_ETH_71,Under Canopy,Low,8.073541774000034,34.392687358000046,2400.524634833254368,0.001811024571884,0.000000196921024
72,CC_ETH_72,Under Canopy,Low,8.072882582000034,34.397434877000080,926.927895240595717,0.001279569276737,0.000000076038070
73,CC_ETH_73,Under Canopy,Low,8.071500665000030,34.678808618000062,876.489487133665534,0.001266231558214,0.000000071900252
74,CC_ETH_74,Under Canopy,Low,8.072020516000066,34.562313934000031,3600.984252338372244,0.002764603059496,0.000000295396704
75,CC_ETH_75,Under Canopy,Low,8.072225815000024,34.174012829000048,546.381987224881641,0.001025983075097,0.000000044820933
76,CC_ETH_76,Under Canopy,Low,8.071391615000040,34.385721648000072,2358.865314668644714,0.002166400017713,0.000000193502571
77,CC_ETH_77,Under Canopy,Low,8.071411517000058,34.174501230000033,2165.721520318653802,0.001730077247466,0.000000177658636
78,CC_ETH_78,Under Canopy,Low,8.071239755000022,34.175172934000045,558.321868304845793,0.000984110580906,0.000000045800282
79,CC_ETH_79,Under Canopy,Low,8.070590545000075,34.391151002000072,6628.713902415299344,0.004125436473374,0.000000543766344
80,CC_ETH_80,Under Canopy,Low,8.070362877000036,34.387623555000062,938.877139058919170,0.001281305546580,0.000000077017821
81,CC_ETH_81,Under Canopy,Low,8.069477802000051,34.679308928000069,2762.174280717612874,0.002161233208911,0.000000226585819
82,CC_ETH_82,Under Canopy,Low,8.069058399000028,34.675371840000025,546.117200114232901,0.001025716369834,0.000000044798875
83,CC_ETH_83,Under Canopy,Low,8.070652167000048,34.175487801000031,1208.673367986639505,0.001487267493171,0.000000099149828
84,CC_ETH_84,Under Canopy,Low,8.070314484000050,34.384851431000072,3180.543942852330929,0.002567504244565,0.000000260905708
85,CC_ETH_85,Under Canopy,Low,8.068600203000074,34.670090500000072,836.332179160603118,0.001220402010903,0.000000068605627
86,CC_ETH_86,Under Canopy,Low,8.069401452000022,34.385277012000074,2196.622623389826003,0.001980178246258,0.000000180192630
87,CC_ETH_87,Under Canopy,Low,8.069724168000050,34.173622181000042,2020.765417889951777,0.002354508380754,0.000000165766878
88,CC_ETH_88,Under Canopy,Low,8.067518793000033,34.678540804000079,1592.107954057191137,0.001662404421193,0.000000130602656
89,CC_ETH_89,Under Canopy,Low,8.068632453000022,34.254120508000028,4400.273599158318575,0.003572839409459,0.000000360961386
90,CC_ETH_90,Under Canopy,Low,8.068286899000045,34.387731507000069,3991.284353194551386,0.002951476933067,0.000000327410952
91,CC_ETH_91,Under Canopy,Low,8.066883223000048,34.692573783000057,947.544431232792135,0.001286089053588,0.000000077728171
92,CC_ETH_92,Under Canopy,Low,8.068482882000071,34.193876122000063,546.407475092651225,0.001024576255373,0.000000044822617
93,CC_ETH_93,Under Canopy,Low,8.067327743000021,34.385080112000026,2167.341576432463626,0.001935822936033,0.000000177789719
94,CC_ETH_94,Under Canopy,Low,8.068137144000048,34.132382447000055,4394.716900503864963,0.002860978551130,0.000000360504784
95,CC_ETH_95,Under Canopy,Low,8.065150823000067,34.667591052000034,939.273605886840983,0.001298475995410,0.000000077049379
96,CC_ETH_96,Under Canopy,Low,8.064429596000027,34.674171655000066,546.208770734170912,0.001024375071819,0.000000044805889
97,CC_ETH_97,Under Canopy,Low,8.064527761000022,34.677811793000046,2185.947151384728386,0.002264139272045,0.000000179314808
98,CC_ETH_98,Under Canopy,Low,8.064206783000031,34.682209378000039,1760.779039853245877,0.001546906762356,0.000000144437846
99,CC_ETH_99,Under Canopy,Low,8.065086402000079,34.383341744000063,801.908345652394701,0.001383197178494,0.000000065781222
100,CC_ETH_100,Under Canopy,Low,8.063664656000071,34.695148543000073,1005.188252240637325,0.001209753705633,0.000000082456135
101,CC_ETH_101,Under Canopy,Low,8.064885879000030,34.254584939000040,891.765021047206119,0.001288433976752,0.000000073152170
102,CC_ETH_102,Under Canopy,Low,8.063443013000040,34.677315183000076,1347.887578955200524,0.001533056483559,0.000000110567886
103,CC_ETH_103,Under Canopy,Low,8.063298757000043,34.684756892000053,947.549288551108702,0.001286087053150,0.000000077727899
104,CC_ETH_104,Under Canopy,Low,8.063114662000032,34.686141424000027,546.201364085936802,0.001024366932244,0.000000044805140
105,CC_ETH_105,Under Canopy,Low,8.064548224000022,34.255502326000055,1262.430516982738254,0.001696423858446,0.000000103558093
106,CC_ETH_106,Under Canopy,Low,8.063109061000034,34.678987303000042,3552.862578759023563,0.002499158563946,0.000000291442890
107,CC_ETH_107,Under Canopy,Low,8.062948027000061,34.694163263000064,3105.837253519076057,0.002658313947077,0.000000254773002
108,CC_ETH_108,Under Canopy,Low,8.061989140000039,34.683103344000074,1444.276349406832878,0.001492395295991,0.000000118474284
109,CC_ETH_109,Under Canopy,Low,8.061871986000028,34.698160664000056,1743.006706943108611,0.001927899965352,0.000000142979114
110,CC_ETH_110,Under Canopy,Low,8.062873325000057,34.378962566000041,3340.925777950057181,0.002515767276711,0.000000274057339
111,CC_ETH_111,Under Canopy,Low,8.061429857000064,34.683162257000049,539.932860628585217,0.001028488920250,0.000000044290749
112,CC_ETH_112,Under Canopy,Low,8.061284727000045,34.687356708000038,891.341572411087441,0.001288208891168,0.000000073116810
113,CC_ETH_113,Under Canopy,Low,8.061014304000025,34.691124963000050,539.930451599810226,0.001028484566583,0.000000044290503
114,CC_ETH_114,Under Canopy,Low,8.062590946000059,34.175010588000077,1289.653206117541231,0.001545797597874,0.000000105790624
115,CC_ETH_115,Under Canopy,Low,8.060146129000032,34.687511517000075,539.931398083892191,0.001028484605173,0.000000044290492
116,CC_ETH_116,Under Canopy,Low,8.060191869000050,34.688256190000061,938.719971731272267,0.001281186524704,0.000000077003042
117,CC_ETH_117,Under Canopy,Low,8.060492705000058,34.696476090000033,6856.534155221754190,0.005135857555686,0.000000562440836
118,CC_ETH_118,Under Canopy,Low,8.059912581000050,34.690478290000044,825.751900451549545,0.001372955847055,0.000000067736236
119,CC_ETH_119,Under Canopy,Low,8.059852955000053,34.677124988000060,3831.465058922067783,0.002437318028512,0.000000314294159
120,CC_ETH_120,Under Canopy,Low,8.059471050000070,34.677999572000033,2625.079418702940984,0.002428734059559,0.000000215334440
121,CC_ETH_121,Under Canopy,Low,8.059693570000036,34.392721991000030,2789.537181499559210,0.002606396217164,0.000000228825305
122,CC_ETH_122,Under Canopy,Low,8.058495220000054,34.670882852000034,539.844449580539390,0.001026947597910,0.000000044283177
123,CC_ETH_123,Under Canopy,Low,8.058384162000038,34.692538441000067,947.541031246775788,0.001286073717119,0.000000077726302
124,CC_ETH_124,Under Canopy,Low,8.059313925000026,34.392430184000034,891.664842682389576,0.001288353423885,0.000000073142998
125,CC_ETH_125,Under Canopy,Low,8.057822240000064,34.681624480000039,801.726152422727182,0.001383048934099,0.000000065765127
126,CC_ETH_126,Under Canopy,Low,8.057764135000070,34.893257315000028,4688.098521310873366,0.004228901239863,0.000000384561560
127,CC_ETH_127,Under Canopy,Low,8.056816410000067,34.688768350000032,926.618098706283604,0.001279705357401,0.000000076009763
128,CC_ETH_128,Under Canopy,Low,8.057758080000042,34.389739965000047,926.871770405622101,0.001279883233043,0.000000076030743
129,CC_ETH_129,Under Canopy,Low,8.056464267000024,34.671185455000057,938.739633916882326,0.001281193797145,0.000000077003964
130,CC_ETH_130,Under Canopy,Low,8.056187082000067,34.691515255000070,1208.145492162035225,0.001486915303807,0.000000099103074
131,CC_ETH_131,Under Canopy,Low,8.056223852000073,34.672428914000079,1188.377505518609723,0.001629848368114,0.000000097481528
132,CC_ETH_132,Under Canopy,Low,8.056142741000032,34.683749423000052,825.757685828941703,0.001372958539640,0.000000067736097
133,CC_ETH_133,Under Canopy,Low,8.055347575000042,34.694041139000035,876.480490463079263,0.001266123631447,0.000000071896735
134,CC_ETH_134,Under Canopy,Low,8.055190588000073,34.685411594000072,2265.396158564546568,0.001979499212637,0.000000185827877
135,CC_ETH_135,Under Canopy,Low,8.055335924000076,34.692257844000039,2988.917934018484630,0.002716577501432,0.000000245177547
136,CC_ETH_136,Under Canopy,Low,8.055383661000064,34.695850912000026,6524.160006870301913,0.004111500312477,0.000000535169655
137,CC_ETH_137,Under Canopy,Low,8.056300567000052,34.401961928000048,2219.648471856661217,0.002364586930071,0.000000182075741
138,CC_ETH_138,Under Canopy,Low,8.054714271000025,34.697694224000031,2569.144250000274496,0.001912240065139,0.000000210743725
139,CC_ETH_139,Under Canopy,Low,8.054577557000075,34.669989327000053,2599.294165135830553,0.002014762665694,0.000000213216775
140,CC_ETH_140,Under Canopy,Low,8.054875527000036,34.397168831000045,1175.249212798524695,0.001446811295249,0.000000096404250
141,CC_ETH_141,Under Canopy,Low,8.054893053000058,34.412603511000043,3373.500165626602211,0.002247725300330,0.000000276724154
142,CC_ETH_142,Under Canopy,Low,8.053826527000069,34.670980911000072,1776.009364754397893,0.001914532987464,0.000000145683542
143,CC_ETH_143,Under Canopy,Low,8.054921690000072,34.395213874000035,4233.950981750042047,0.002871326603836,0.000000347305797
144,CC_ETH_144,Under Canopy,Low,8.053300066000078,34.693071225000040,891.299646186609266,0.001288091354917,0.000000073111984
145,CC_ETH_145,Under Canopy,Low,8.054357768000045,34.413924970000039,5197.667953079267136,0.003060489921251,0.000000426358158
146,CC_ETH_146,Under Canopy,Low,8.053932639000038,34.411502563000056,546.252099631280203,0.001025816963584,0.000000044808304
147,CC_ETH_147,Under Canopy,Low,8.052103438000074,34.891379484000026,3392.529446839577304,0.002579017375629,0.000000278283280
148,CC_ETH_148,Under Canopy,Low,8.053094704000046,34.692195983000033,3482.781014369388686,0.002798811038085,0.000000285687209
149,CC_ETH_149,Under Canopy,Low,8.052452096000026,34.691155121000065,1350.056016886068164,0.001588756013035,0.000000110742870
150,CC_ETH_150,Under Canopy,Low,8.053480361000029,34.412039351000033,3437.959255585303708,0.002865713220001,0.000000282010720
151,CC_ETH_151,Under Canopy,Low,8.052291331000051,34.671359558000063,1208.172236591427236,0.001486921366644,0.000000099104339
152,CC_ETH_152,Under Canopy,Low,8.051625369000021,34.692737866000073,539.928487824623630,0.001028467023572,0.000000044289346
153,CC_ETH_153,Under Canopy,Low,8.052658843000074,34.401421154000047,1294.706352866193129,0.001546440453123,0.000000106202627
154,CC_ETH_154,Under Canopy,Low,8.052049391000025,34.409833024000079,3450.746743891749247,0.002301586122530,0.000000283058736
155,CC_ETH_155,Under Canopy,Low,8.050792343000071,34.689191697000069,4540.149922802276706,0.003229411084581,0.000000372419805
156,CC_ETH_156,Under Canopy,Low,8.050060672000029,34.685428119000051,1141.468987561520407,0.001504900203653,0.000000093632257
157,CC_ETH_157,Under Canopy,Low,8.050116468000056,34.694145583000079,2136.063209269809704,0.001875759788221,0.000000175216707
158,CC_ETH_158,Under Canopy,Low,8.049968627000055,34.694707813000036,539.928748867754393,0.001028463227632,0.000000044289187
159,CC_ETH_159,Under Canopy,Low,8.049157888000027,34.677778571000033,801.733357759634600,0.001383030158671,0.000000065764348
160,CC_ETH_160,Under Canopy,Low,8.048968747000060,34.669204894000075,825.771827369934954,0.001372965407691,0.000000067736088
161,CC_ETH_161,Under Canopy,Low,8.048530993000044,34.695074185000067,799.948560398003337,0.001087395319702,0.000000065617826
162,CC_ETH_162,Under Canopy,Low,8.048456317000046,34.682386256000029,947.556825982617625,0.001286138291056,0.000000077725728
163,CC_ETH_163,Under Canopy,Low,8.048246531000077,34.690746780000040,938.721178511694006,0.001281168279001,0.000000077000929
164,CC_ETH_164,Under Canopy,Low,8.048188903000041,34.693559424000057,801.722110184789926,0.001383017440692,0.000000065763272
165,CC_ETH_165,Under Canopy,Low,8.048416670000051,34.679412892000073,3262.049926353664887,0.002404008060826,0.000000267577950
166,CC_ETH_166,Under Canopy,Low,8.048080047000042,34.696153089000063,1074.744212873052675,0.001354222134080,0.000000088158577
167,CC_ETH_167,Under Canopy,Low,8.047901134000028,34.669318144000044,546.120056366934818,0.001025682838541,0.000000044796823
168,CC_ETH_168,Under Canopy,Low,8.047297315000039,34.687267393000070,799.954113342418282,0.001087397228700,0.000000065618087
169,CC_ETH_169,Under Canopy,Low,8.047376048000046,34.689343553000072,2308.383947751800406,0.002060532309034,0.000000189350631
170,CC_ETH_170,Under Canopy,Low,8.048099777000061,34.387625787000047,1403.510316635962909,0.001600471406432,0.000000115126414
171,CC_ETH_171,Under Canopy,Low,8.048110061000045,34.390519483000048,1317.248855348357893,0.001550304461595,0.000000108050617
172,CC_ETH_172,Under Canopy,Low,8.046944045000032,34.669584127000064,1247.291151317235972,0.001386741936783,0.000000102311822
173,CC_ETH_173,Under Canopy,Low,8.046456269000032,34.669195788000025,1700.535230595464782,0.001806829071381,0.000000139490069
174,CC_ETH_174,Under Canopy,Low,8.047341293000047,34.179635037000025,546.371746399098129,0.001024543306537,0.000000044817416
175,CC_ETH_175,Under Canopy,Low,8.045608425000070,34.677063508000060,947.558676154876139,0.001286066454387,0.000000077725362
176,CC_ETH_176,Under Canopy,Low,8.046598729000038,34.391234272000077,1200.262866333233887,0.001448063395726,0.000000098454173
177,CC_ETH_177,Under Canopy,Low,8.044925737000028,34.671289588000036,3107.490216301024702,0.002431280317766,0.000000254897711
178,CC_ETH_178,Under Canopy,Low,8.044859760000065,34.693171395000036,1502.840183901189903,0.001662340697100,0.000000123273234
179,CC_ETH_179,Under Canopy,Low,8.044345164000051,34.667986830000075,1141.486406512468875,0.001504898019537,0.000000093632400
180,CC_ETH_180,Under Canopy,Low,8.044285203000072,34.669121911000047,546.118890416925979,0.001025675546731,0.000000044796339
181,CC_ETH_181,Under Canopy,Low,8.044901144000050,34.681359684000029,4422.741423914799270,0.003251575797714,0.000000362783294
182,CC_ETH_182,Under Canopy,Low,8.044007303000058,34.671184798000070,546.208782303258886,0.001024360571061,0.000000044803690
183,CC_ETH_183,Under Canopy,Low,8.043657123000060,34.678515342000026,938.761677058139526,0.001281192794915,0.000000077003447
184,CC_ETH_184,Under Canopy,Low,8.043873341000053,34.672874081000032,5713.213225039321514,0.003875999795778,0.000000468635772
185,CC_ETH_185,Under Canopy,Low,8.042798653000034,34.691303845000050,1444.234908150479896,0.001494344406961,0.000000118465431
186,CC_ETH_186,Under Canopy,Low,8.041897718000030,34.892009072000064,801.579759579171878,0.001382861734452,0.000000065750602
187,CC_ETH_187,Under Canopy,Low,8.042561379000064,34.670997442000044,546.226463876759908,0.001024381126206,0.000000044804985
188,CC_ETH_188,Under Canopy,Low,8.042491788000063,34.687589048000063,2337.328474423945863,0.002150542390558,0.000000191722669
189,CC_ETH_189,Under Canopy,Low,8.042370974000050,34.673559411000042,539.842878965465161,0.001026935297906,0.000000044281342
190,CC_ETH_190,Under Canopy,Low,8.042395729000020,34.676313827000058,3247.278094082718781,0.002675257787595,0.000000266362472
191,CC_ETH_191,Under Canopy,Low,8.041654123000058,34.881034474000046,3762.912856907504647,0.003086846117822,0.000000308657633
192,CC_ETH_192,Under Canopy,Low,8.042304959000036,34.663764019000041,1793.994781109872747,0.001628513102691,0.000000147154772
193,CC_ETH_193,Under Canopy,Low,8.042199724000056,34.674901061000071,1074.736681560457555,0.001354208140445,0.000000088156714
194,CC_ETH_194,Under Canopy,Low,8.041335575000062,34.888570242000071,2431.152583614359628,0.002219392855306,0.000000199417938
195,CC_ETH_195,Under Canopy,Low,8.042044430000034,34.689150706000078,3111.337412009699619,0.002344934051962,0.000000255211316
196,CC_ETH_196,Under Canopy,Low,8.041842217000069,34.673917244000052,1227.223389848273200,0.001613650061172,0.000000100664523
197,CC_ETH_197,Under Canopy,Low,8.042738042000053,34.392084387000068,1206.325509099602868,0.001634817021037,0.000000098950475
198,CC_ETH_198,Under Canopy,Low,8.040560958000071,34.884047754000051,3208.398110895520858,0.002511380631470,0.000000263172226
199,CC_ETH_199,Under Canopy,Low,8.041383251000070,34.683809618000055,1788.806997388227501,0.002051066265060,0.000000146728895
200,CC_ETH_200,Under Canopy,Low,8.041197882000064,34.664529710000068,1132.405735926987745,0.001490734121861,0.000000092886838
201,CC_ETH_201,Under Canopy,Low,8.040812982000034,34.723709513000074,1279.446612979271322,0.001612034626927,0.000000104947890
202,CC_ETH_202,Under Canopy,Low,8.042135563000047,34.395134418000055,3805.739119124307763,0.003040989036087,0.000000312170324
203,CC_ETH_203,Under Canopy,Low,8.039932882000073,34.885027077000075,1921.200082992113948,0.001737303002211,0.000000157588065
204,CC_ETH_204,Under Canopy,Low,8.040528917000074,34.689689004000059,3292.907428152542707,0.002582589680422,0.000000270104018
205,CC_ETH_205,Under Canopy,Low,8.040656718000038,34.683495932000028,2173.629079148280653,0.002090079930858,0.000000178294146
206,CC_ETH_206,Under Canopy,Low,8.040430527000071,34.688144994000027,3083.223116991521238,0.002395477612599,0.000000252904259
207,CC_ETH_207,Under Canopy,Low,8.040136771000050,34.675245449000045,1279.587488054559799,0.001484178316268,0.000000104959326
208,CC_ETH_208,Under Canopy,Low,8.038919503000047,34.886538627000050,1663.179460613521769,0.001908030275303,0.000000136423468
209,CC_ETH_209,Under Canopy,Low,8.038887415000033,34.889099211000030,1943.535875823043170,0.001884980565734,0.000000159419853
210,CC_ETH_210,Under Canopy,Low,8.039070021000043,34.674954923000030,1668.677987344731946,0.001665250411505,0.000000136874501
211,CC_ETH_211,Under Canopy,Low,8.039020264000044,34.673066753000057,4324.914837571158387,0.003203767313644,0.000000354753952
212,CC_ETH_212,Under Canopy,Low,8.038566600000024,34.664551579000033,1051.723566671190611,0.001208962413261,0.000000086268252
213,CC_ETH_213,Under Canopy,Low,8.037863186000038,34.723073770000042,1784.182720488616042,0.001675922568354,0.000000146348357
214,CC_ETH_214,Under Canopy,Low,8.038065655000025,34.673745553000060,1914.690360044686258,0.001838513497885,0.000000157053407
215,CC_ETH_215,Under Canopy,Low,8.037596085000075,34.686111709000045,891.332885181502320,0.001288087620942,0.000000073111952
216,CC_ETH_216,Under Canopy,Low,8.037525632000040,34.666725289000055,1599.945092876379476,0.001449062990983,0.000000131236118
217,CC_ETH_217,Under Canopy,Low,8.037404104000077,34.688887557000044,938.750985864490190,0.001281175476765,0.000000077001369
218,CC_ETH_218,Under Canopy,Low,8.037143752000079,34.669160950000048,546.227748810774074,0.001024378241234,0.000000044804507
219,CC_ETH_219,Under Canopy,Low,8.037110276000021,34.682225374000041,539.837274777742095,0.001026925770685,0.000000044280313
220,CC_ETH_220,Under Canopy,Low,8.036982828000022,34.710810483000046,3199.747041144254581,0.002174733918236,0.000000262460152
221,CC_ETH_221,Under Canopy,Low,8.036401529000045,34.891202525000040,3441.592432364700016,0.002603274575053,0.000000282296960
222,CC_ETH_222,Under Canopy,Low,8.036919198000023,34.664588064000043,1496.848411779225898,0.001536508666144,0.000000122779380
223,CC_ETH_223,Under Canopy,Low,8.036693635000065,34.673807189000058,539.918528592516623,0.001028438039860,0.000000044286941
224,CC_ETH_224,Under Canopy,Low,8.036141328000042,34.717666908000069,1712.233210698415860,0.001760068285581,0.000000140446110
